board temp volt area areaStd
Xenon_1.6um 78 500 55.558993665126685 6.814814094858298
Xenon_1.6um 78 250 22.033518519902007 8.205642815656315
Xenon_1.6um 78 0 -0.9188888305670764 6.456391616827469
Xenon_1.6um 78 -250 21.43631138272916 4.665959434247797
Xenon_1.6um 78 -500 38.067565304525665 3.8929995600740956
Xenon_1.6um 87 500 40.567772966752756 6.777498292889393
Xenon_1.6um 87 250 18.549281876334057 5.325891674770737
Xenon_1.6um 87 0 -0.6576368414534993 4.105519737745239
Xenon_1.6um 87 -250 20.342655110069675 4.3687252023880285
Xenon_1.6um 87 -500 37.506502107609215 4.890749107860412
Xenon_1.6um 160 500 71.1663510831663 4.903315791658948
Xenon_1.6um 160 250 33.316212629522646 4.523648525135032
Xenon_1.6um 160 0 -1.645531816330492 4.172541896881261
Xenon_1.6um 160 -250 35.07571264346929 4.544717916917148
Xenon_1.6um 160 -500 56.610175763000484 4.48006724641708
Xenon_1.6um 230 500 77.1924115260743 4.528905740084883
Xenon_1.6um 230 250 38.556420449697185 4.289123929974448
Xenon_1.6um 230 0 -1.56035842223596 4.124618282702085
Xenon_1.6um 230 -250 41.331530050766546 4.0527831214119825
Xenon_1.6um 230 -500 64.0867610586794 4.70226673887513
Xenon_1.6um 293 500 111.81202500237895 4.572180456550079
Xenon_1.6um 293 250 58.764582999889655 4.044235850944024
Xenon_1.6um 293 0 -1.158036764855548 3.776301941587912
Xenon_1.6um 293 -250 70.73661574618205 4.692939775179028
Xenon_1.6um 293 -500 143.64004507032658 4.775038850131043
Xenon_Bare 78 500 -2.9757516743675825 5.518679857855662
Xenon_Bare 78 250 -2.6071515707404895 4.074828226732837
Xenon_Bare 78 0 -3.2028801362054375 2.6696720164595895
Xenon_Bare 78 -250 3.2464321783256436 4.1189334659405885
Xenon_Bare 78 -500 3.36186865142041 5.7203472545824825
Xenon_Bare 87 500 -2.5614569419764277 4.711096831430835
Xenon_Bare 87 250 -2.831830657687822 3.1209506082489553
Xenon_Bare 87 0 -2.6965103494242357 3.3520210929152743
Xenon_Bare 87 -250 3.666669105582259 3.7262317300586685
Xenon_Bare 87 -500 2.183235851378062 6.244593566488198
Xenon_Bare 120 500 -2.157504298314597 5.480418455604491
Xenon_Bare 120 250 -2.317824298134059 3.7642752690536754
Xenon_Bare 120 0 -2.330484326736863 3.141075973902107
Xenon_Bare 120 -250 2.656252494052331 3.793968812782727
Xenon_Bare 120 -500 2.2050781451962473 6.165525220352019
Xenon_Bare 160 500 -2.242010363975054 3.4077557980686146
Xenon_Bare 160 250 -1.765426953033016 3.2408206609901686
Xenon_Bare 160 0 -2.14048683026892 3.285656902806288
Xenon_Bare 160 -250 2.8046798464703055 3.4841738896498677
Xenon_Bare 160 -500 2.199496852111375 3.3713569347016907
Xenon_Bare 202 500 -1.1017765197100697 3.52310681926784
Xenon_Bare 202 250 -1.8702730950407176 3.463374858533554
Xenon_Bare 202 0 -1.92437239739616 3.054442459288593
Xenon_Bare 202 -250 2.11800629373816 2.6660240231218717
Xenon_Bare 202 -500 2.2377563220105308 3.31136994000639
Xenon_Bare 253 500 -1.857431553297925 3.3999996627018554
Xenon_Bare 253 250 -2.2019413619752632 2.9668434329490836
Xenon_Bare 253 0 -2.3610109718859538 3.164703245885656
Xenon_Bare 253 -250 2.642944938025688 3.294461538105562
Xenon_Bare 253 -500 2.6451651195599966 3.1918332136559444
Xenon_Bare 297 500 -1.600584656673724 3.0733638267187318
Xenon_Bare 297 250 -1.9641571681235326 3.0002833189949967
Xenon_Bare 297 0 -2.3097986500560235 3.1263671730119644
Xenon_Bare 297 -250 2.7377889239553435 3.1707998468074794
Xenon_Bare 297 -500 2.7985014043851932 3.3013605828979697
