board temp volt area areaStd
Xenon_1.6um 87 -500 158.9915964876947 3.1850632297196815
Xenon_1.6um 87 250 60.6964281818142 1.4610004304385928
Xenon_1.6um 87 -250 62.61656046320526 1.3898575215893478
Xenon_1.6um 87 500 146.79012545410328 3.2574570619326795
Xenon_1.6um 87 0 0.2906276866454179 0.26786548980252334
Xenon_1.6um 78 -500 160.7586836112246 2.836289952896474
Xenon_1.6um 78 250 73.36814258079683 1.7512181082508598
Xenon_1.6um 78 -250 66.6721570187474 1.4529452968287582
Xenon_1.6um 78 500 196.72135428207602 3.8977204554284492
Xenon_1.6um 78 0 0.030486644247971085 0.01893362329890313
Xenon_1.6um 160 -500 180.67890942243773 3.142663130562233
Xenon_1.6um 160 250 88.28605077236917 1.8439078866680714
Xenon_1.6um 160 -250 86.5505157681405 1.8584526230438747
Xenon_1.6um 160 500 200.0111444521179 3.9090270977881176
Xenon_1.6um 160 0 0.039937540870564794 0.23791845138251483
Xenon_1.6um 230 -500 194.65368583576102 3.6262103960615275
Xenon_1.6um 230 250 101.34186228258324 1.9135102190242723
Xenon_1.6um 230 -250 101.17521315736569 1.9403788240017372
Xenon_1.6um 230 500 205.83525550344606 3.8337185315510873
Xenon_1.6um 230 0 0.035272564100586115 0.019334916150065
Xenon_1.6um 293 -500 243.41125573034927 4.917634269489901
Xenon_1.6um 293 250 115.58999681230745 2.3380996148767723
Xenon_1.6um 293 -250 121.03448245259835 2.945711690607733
Xenon_1.6um 293 500 232.75134877286672 4.3065207536421735
Xenon_1.6um 293 0 1.0156511796451753 0.359765502851783
Xenon_Bare 202 -500 5.20715277182964 0.2297356514765423
Xenon_Bare 202 250 2.809915728828381 0.2693487186162824
Xenon_Bare 202 -250 4.608532670254822 0.23925123046388547
Xenon_Bare 202 500 5.02887472891669 0.24850654104297712
Xenon_Bare 202 0 0.009093413295586656 0.12397755941292879
Xenon_Bare 253 -500 5.875770505903965 0.22133384556523508
Xenon_Bare 253 250 3.774598245058155 0.20887745059016008
Xenon_Bare 253 -250 5.28448158554468 0.20015346824242067
Xenon_Bare 253 500 6.061330526278549 0.2213120719656791
Xenon_Bare 253 0 0.002184148538554755 0.01724783819762798
Xenon_Bare 87 -500 2.183257251906407 6.246342859949159
Xenon_Bare 87 250 1.1419795256911434 0.19571520381599614
Xenon_Bare 87 -250 3.6669550614766377 3.727628130408195
Xenon_Bare 87 500 1.7707042013120164 0.22044341031178524
Xenon_Bare 87 0 0.009064698999673843 0.015713789943071342
Xenon_Bare 78 -500 3.361456922894572 5.7219431330810515
Xenon_Bare 78 250 0.43827647296814953 0.2032972632962188
Xenon_Bare 78 -250 3.2469129882808385 4.119484254684608
Xenon_Bare 78 500 0.8840226215764203 0.2780740063138765
Xenon_Bare 78 0 0.009053437541230969 0.014800609145192321
Xenon_Bare 120 -500 3.95317496427998 0.2812844925670298
Xenon_Bare 120 250 2.3853219929580387 0.21381308845731936
Xenon_Bare 120 -250 3.3381106255638175 0.2485631011873888
Xenon_Bare 120 500 4.2323137419202705 0.2350290165388796
Xenon_Bare 120 0 0.007030788049514163 0.017116998680815194
Xenon_Bare 160 -500 4.786382785592957 0.26291422067237036
Xenon_Bare 160 250 3.460195429878456 0.24225270704384325
Xenon_Bare 160 -250 4.154173908838697 0.2259786174457657
Xenon_Bare 160 500 5.374816037628115 0.24360986831005216
Xenon_Bare 160 0 0.017503787288427206 0.18743308072867784
Xenon_Bare 297 -500 15.528734199248513 0.26709563386740237
Xenon_Bare 297 250 7.590739947999087 0.19418928505558486
Xenon_Bare 297 -250 13.978474449899908 0.2089856626618282
Xenon_Bare 297 500 11.526626471637282 0.2401385435695082
Xenon_Bare 297 0 0.00615369207323388 0.0169734878641397
