board temp volt area areaStd
Xenon_1.6um 78 500 354.4524226905012 9.59735999307856
Xenon_1.6um 78 250 168.07057978773037 6.5648762011258475
Xenon_1.6um 78 0 64.27923087722296 6.745240202637098
Xenon_1.6um 78 -250 151.14499307812767 6.234542395242882
Xenon_1.6um 78 -500 313.2179523821076 8.682383180685779
Xenon_1.6um 87 500 317.9431978161471 8.22780320617952
Xenon_1.6um 87 250 191.66683860953827 6.612832863461124
Xenon_1.6um 87 0 112.6033705434784 5.524120329022183
Xenon_1.6um 87 -250 160.2022738647207 6.609224608551205
Xenon_1.6um 87 -500 320.880353062796 8.226306843688356
Xenon_1.6um 160 500 372.98725163153676 8.875971545077661
Xenon_1.6um 160 250 215.69594539505178 6.86411785229006
Xenon_1.6um 160 0 98.96936802958942 5.695050806396818
Xenon_1.6um 160 -250 184.7571175213277 6.767736444702267
Xenon_1.6um 160 -500 335.8188813349819 8.374962909417492
Xenon_1.6um 230 500 371.4941714572609 8.588114757107634
Xenon_1.6um 230 250 226.19636550108402 7.215906260473346
Xenon_1.6um 230 0 93.72057079191671 6.225266019004577
Xenon_1.6um 230 -250 202.69157843720095 6.9829513169103805
Xenon_1.6um 230 -500 354.40052551500645 8.346799133848545
Xenon_1.6um 293 500 354.5647074934369 8.590704016210719
Xenon_1.6um 293 250 200.01833299591183 6.359671109351603
Xenon_1.6um 293 0 48.69139147398178 5.493715200478
Xenon_1.6um 293 -250 191.5375781457735 5.601114959471035
Xenon_1.6um 293 -500 347.7006015230719 8.869197857566942
Xenon_Bare 78 500 47.489141334314276 5.610604588844327
Xenon_Bare 78 250 46.532663497753 5.638626582577049
Xenon_Bare 78 0 45.48632731860043 5.576873811752142
Xenon_Bare 78 -250 43.121975257194045 5.664849226921147
Xenon_Bare 78 -500 44.243976071577215 4.751392281909143
Xenon_Bare 87 500 47.56285553228192 4.540895571913908
Xenon_Bare 87 250 46.870475517133336 4.734459673845873
Xenon_Bare 87 0 45.29349431047521 4.694257526159638
Xenon_Bare 87 -250 43.944375924151565 4.6142713413905625
Xenon_Bare 87 -500 43.981157662575946 5.1593352170633935
Xenon_Bare 120 500 51.69448230093312 5.2216466465435865
Xenon_Bare 120 250 48.3751620380268 4.856015445331536
Xenon_Bare 120 0 45.54326545262758 4.896086335445512
Xenon_Bare 120 -250 49.18823393683562 4.6696852759895195
Xenon_Bare 120 -500 50.9032470463176 5.0990115913992
Xenon_Bare 160 500 52.713231662190914 4.627439288741741
Xenon_Bare 160 250 50.03494810244265 4.515225645658264
Xenon_Bare 160 0 45.39990818881725 5.297931557239982
Xenon_Bare 160 -250 50.26400472021995 5.278320296471346
Xenon_Bare 160 -500 51.478688445474006 4.711176339515422
Xenon_Bare 202 500 51.89198194609415 5.159544599407154
Xenon_Bare 202 250 48.38408508428069 5.163196657439316
Xenon_Bare 202 0 44.336620935999 5.504194578768883
Xenon_Bare 202 -250 51.40133602335326 5.222359195935186
Xenon_Bare 202 -500 52.199673645408254 5.040390139131899
Xenon_Bare 253 500 53.88667846947274 4.458589032465921
Xenon_Bare 253 250 50.33239260057249 6.0716710767164574
Xenon_Bare 253 0 42.73993994167983 5.120896405675748
Xenon_Bare 253 -250 50.763464440719126 4.6133458399909735
Xenon_Bare 253 -500 52.97990045993248 4.677970516339895
Xenon_Bare 293 500 68.29760865325846 4.923574014949229
Xenon_Bare 293 250 58.12078092690263 5.018012876942577
Xenon_Bare 293 0 41.60894881424059 5.398224661740248
Xenon_Bare 293 -250 73.85461315066635 5.2717028550467795
Xenon_Bare 293 -500 77.76558949656983 5.2112643677953585
